PARCEL_NO,ParcelNo
2  489.,0200 489.
22 101477-8,22101477-8
16 29720-1,16029720-1
16 35723.,16035723.
3  3183-95,030 3183-95
21 28744-5,21028744-5
13 11383.,13011383.
1  3850-67,010 3850-67
3  203.,0300 203.
9  2009.,090 2009.
10 1361.,10001361.
22 118435.,22118435.
18 1884.,18001884.
21 17989.,21017989.
15 2089.,15002089.
22 59920.,22059920.
22 109210.,22109210.
17 6657.,17006657.
4  2060.,040 2060.
18 12657.,18012657.
17 8204.,17008204.
22 93884-5,22093884-5
10 351-7,10000351-7
21 64439.,21064439.
22 67590.,22067590.
16 27631.,16027631.
20 18410.,20018410.
17 7035.,17007035.
22 105701.,22105701.
13 6295.,13006295.
22 82358-9,22082358-9
1  161.,0100 161.
21 64343.,21064343.
21 50683.,21050683.
22 122873.,22122873.
22 67367.,22067367.
21 34332.,21034332.
22 46569.,22046569.
6  499.,0600 499.
9  19376.,09 19376.
22 87667.,22087667.
16 2657.,16002657.
16 8241-4,16008241-4
2  4427-8,020 4427-8
22 37346.,22037346.
20 827.,20000827.
18 8308.,18008308.
16 36722.,16036722.
22 37045.011,22037045.011
20 15932.,20015932.
20 16305.,20016305.
22 8279.001,22008279.001
22 22819.,22022819.
21 80886.,21080886.
13 8120.,13008120.
22 108648.033,22108648.033
21 29829.,21029829.
14 12195.,14012195.
13 19097.,13019097.
2  5361.,020 5361.
13 10770.,13010770.
3  2318.,030 2318.
16 32907.,16032907.
20 3983.,20003983.
22 48937.,22048937.
2  4666.,020 4666.
1  9615.,010 9615.
16 5180-9,16005180-9
22 124211.001,22124211.001
21 5086.,21005086.
8  1069-72,080 1069-72
21 27695.002L,21027695.002L
20 13307.,20013307.
22 54211.,22054211.
16 35711.,16035711.
22 72059.,22072059.
2  184.,0200 184.
22 45648.,22045648.
1  1799.,010 1799.
16 17579-83,16017579-83
16 41820.,16041820.
22 106701.,22106701.
22 40436.,22040436.
1  4001.,010 4001.
22 208.,22000208.
22 116561-2,22116561-2
14 10720.,14010720.
21 41943.,21041943.
18 2299.,18002299.
22 16922.003L,22016922.003L
21 80747.,21080747.
10 1262.,10001262.
17 1128-39,17001128-39
1  4087-97,010 4087-97
12 1922.,12001922.
10 1278.,10001278.
21 7384.,21007384.
16 46234-5,16046234-5
1  4189.001,010 4189.001
22 47835-6,22047835-6
22 102283.,22102283.
21 43416.,21043416.
10 3455.,10003455.
22 57534.,22057534.
1  1.,010000 1.
2  1297.,020 1297.
2  3895.,020 3895.
2  4984.,020 4984.
21 18294.,21018294.
2  1778.,020 1778.
21 63145.,21063145.
2  1892.,020 1892.
22 62010.,22062010.
21 74454.,21074454.
21 11334.,21011334.
22 112399.,22112399.
22 39533-5,22039533-5
4  796.,0400 796.
22 115264.007,22115264.007
2  4782.,020 4782.
5  2042-250,050 2042-250
21 392.,21000392.
13 11641.,13011641.
1  4190-201,010 4190-201
22 47715.,22047715.
21 31502.,21031502.
1  4068-86,010 4068-86
3  3183-95,030 3183-95
6  411.,0600 411.
8  4940.,080 4940.
18 2241.,18002241.
4  1594-600,040 1594-600
22 55791.,22055791.
22 83512.,22083512.
22 16884-8,22016884-8
22 68898.,22068898.
12 10418.,12010418.
22 103273.,22103273.
21 3808.,21003808.
3  2376.,030 2376.
12 5777.,12005777.
22 3677-8,22003677-8
22 9669.,22009669.
22 27182.,22027182.
22 117975.,22117975.
22 75871.,22075871.
6  893.,0600 893.
22 44072.,22044072.
20 2822.,20002822.
9  10385.,09 10385.
1  4098.,010 4098.
8  10241.,08 10241.
22 63377.,22063377.
22 84948.,22084948.
21 72936.,21072936.
21 33497.,21033497.
16 1798.,16001798.
2  5848.,020 5848.
22 57764.,22057764.
18 127-9,18000127-9
13 24695-6,13024695-6
22 40419.,22040419.
22 2317-8,22002317-8
20 13261.,20013261.
22 48257.,22048257.
22 83676.,22083676.
12 10747.,12010747.
22 37509.,22037509.
22 18092-110,22018092-110
22 43864.,22043864.
22 15875.,22015875.
21 51132.,21051132.
16 14369.,16014369.
2  3331.,020 3331.
22 103755.015,22103755.015
2  194-5,0200 194-5
22 51376-9,22051376-9
21 22311.001,21022311.001
21 41826.,21041826.
21 67736.,21067736.
17 10087.,17010087.
22 92800.,22092800.
22 78400.,22078400.
15 9677.,15009677.
21 60325.,21060325.
22 60591.,22060591.
16 32192.,16032192.
12 4084.,12004084.
15 6427.,15006427.
21 80742.,21080742.
7  1901-2,070 1901-2
16 202.,16000202.
2  1888-9,020 1888-9
22 74693.,22074693.
16 27419.,16027419.
14 5158.,14005158.
21 65871.,21065871.
1 3837-49,01003837-49
21 39306.,21039306.
21 6665.,21006665.
20 17715.,20017715.
22 1841.,22001841.
22 14061.,22014061.
13 5316.,13005316.
16 10359.,16010359.
17 16323-7,17016323-7
10 3069.004,10003069.004
5  681-90,0500 681-90
21 38706.,21038706.
21 57955.,21057955.
5  3750-82,050 3750-82
22 72250.,22072250.
16 282.,16000282.
16 25440.,16025440.
16 23119.,16023119.
21 64411.,21064411.
22 24856.,22024856.
18 10857.,18010857.
20 3443.,20003443.
16 12847.,16012847.
21 46650.,21046650.
9  7331.,090 7331.
16 33161-2,16033161-2
22 121039.,22121039.
22 44664.,22044664.
1  1217.,010 1217.
21 4590-1,21004590-1
2  95-118,02000 95-118
1  170-86,0100 170-86
20 17129-69,20017129-69
22 33832.,22033832.
22 35987.,22035987.
17 10810.,17010810.
1  4163.,010 4163.
22 94080.,22094080.
22 95670.,22095670.
22 82552.,22082552.
20 6119.,20006119.
16 41573.,16041573.
21 30590.,21030590.
21 80719.,21080719.
8  4742.,080 4742.
3  3397.,030 3397.
10 7750.,10007750.
18 18283.,18018283.
21 52794-6,21052794-6
22 93682.,22093682.
21 73414.,21073414.
2  2783.,020 2783.
16 25480.,16025480.
10 7388.,10007388.
16 15367.,16015367.
18 1658.,18001658.
1  4235.,010 4235.
21 26978.,21026978.
21 40404.,21040404.
22 102181.008,22102181.008
22 79932.,22079932.
16 34850.,16034850.
18 13159.,18013159.
21 8386.,21008386.
16 3168.,16003168.
20 14816.,20014816.
21 65152.,21065152.
22 93088.,22093088.
22 73230.,22073230.
21 69676.,21069676.
13 6592-3,13006592-3
16 32418.,16032418.
1  3906-16,010 3906-16
16 29691.,16029691.
9  15102.,09 15102.
16 8620.,16008620.
21 7791.,21007791.
16 39594.,16039594.
22 37625.,22037625.
9  20917-8,09 20917-8
21 50862.,21050862.
22 57214.,22057214.
21 34842.,21034842.
21 54332.,21054332.
16 18192-4,16018192-4
18 14363.,18014363.
21 78340.,21078340.
22 50169.,22050169.
2  5382.,020 5382.
18 7124.,18007124.
16 24330.,16024330.
12 11302.,12011302.
22 116928.,22116928.
22 52655.,22052655.
17 7855.,17007855.
22 118269.,22118269.
22 56211.,22056211.
21 9967.,21009967.
16 20286.,16020286.
18 8212.,18008212.
2  5542.,020 5542.
8  2436-7,080 2436-7
22 122256.,22122256.
3  3326-40,030 3326-40
2  1888-9,020 1888-9
1  3994-8,010 3994-8
16 20763.,16020763.
22 96198-9,22096198-9
10 6114.,10006114.
22 89699.,22089699.
9  15310.,09 15310.
16 23789.,16023789.
22 49192.,22049192.
22 32342.,22032342.
16 14988.,16014988.
22 47709.003L,22047709.003L
15 9764.,15009764.
22 69309.,22069309.
22 118493.,22118493.
16 21692.,16021692.
1  2559.,010 2559.
9  17600.,09 17600.
18 12283.,18012283.
21 66209.,21066209.
22 88734.,22088734.
14 10200.,14010200.
14 6178-9,14006178-9
2  3103.,020 3103.
22 54135.,22054135.
2  2433.,020 2433.
19 44.,19000044.
22 78087.,22078087.
22 75849.,22075849.
21 32396.,21032396.
21 5447.,21005447.
21 42103.,21042103.
22 77620.,22077620.
22 2317-8,22002317-8
1  3850-67,010 3850-67
12 11678.,12011678.
22 21349.,22021349.
20 3874.,20003874.
20 12846.,20012846.
1  4087-96,010 4087-96
16 32281.,16032281.
10 2809.,10002809.
1  4880.,010 4880.
9  23360.,09 23360.
21 25354.,21025354.
10 1341.,10001341.
6  442-8,0600 442-8
2  1247.,020 1247.
16 181.,16000181.
16 39311.,16039311.
18 5779.,18005779.
22 79867.,22079867.
22 108242.,22108242.
22 19037.002L,22019037.002L
13 15566.,13015566.
22 110613.,22110613.
15 267-8,15000267-8
22 75595.,22075595.
22 77893.,22077893.
22 23232.,22023232.
15 13649.,15013649.
21 6759.,21006759.
16 45485.,16045485.
3  196.,0300 196.
16 37202.,16037202.
22 27799.,22027799.
14 9802.,14009802.
22 90540.,22090540.
2  1892.,020 1892.
21 25597.,21025597.
10 263.,10000263.
18 12984.,18012984.
22 89777.,22089777.
16 8517.,16008517.
16 308.,16000308.
21 54795.,21054795.
17 13.057,17000013.057
21 19749.,21019749.
22 110731.,22110731.
22 44371-2,22044371-2
17 5738.005L,17005738.005L
2  5542.,020 5542.
22 110020.,22110020.
8  5893.,080 5893.
21 73428.,21073428.
22 47721.,22047721.
3  165-73,0300 165-73
21 12878.,21012878.
22 31101-2,22031101-2
19 8010.,19008010.
21 30478-9,21030478-9
21 80089.,21080089.
21 55407.,21055407.
21 68545.017,21068545.017
4  1827.004,040 1827.004
1  277-8,0100 277-8
17 14291.,17014291.
1  7963-8191,010 7963-8191
21 49871.,21049871.
22 28471.,22028471.
21 9408.,21009408.
21 47868.,21047868.
19 5554.,19005554.
17 3012.,17003012.
12 5613-5,12005613-5
13 24372-3,13024372-3
22 66346.,22066346.
17 8400.,17008400.
20 936.,20000936.
21 31134.,21031134.
17 4627.,17004627.
22 93195.,22093195.
22 30869.001,22030869.001
2  3160.,020 3160.
17 11967.,17011967.
21 53537.,21053537.
21 60223.,21060223.
21 71034.,21071034.
3  3183-95,030 3183-95
16 44964.,16044964.
6  5761.,060 5761.
21 57960.,21057960.
16 33056.,16033056.
21 30534.,21030534.
21 32262.,21032262.
16 2181.,16002181.
1  3798.,010 3798.
13 3125.,13003125.
22 14108.,22014108.
21 19124.,21019124.
21 72820.,21072820.
22 109286.,22109286.
21 43463.,21043463.
4  3638-42,040 3638-42
20 9181.,20009181.
9  5709-11,090 5709-11
16 25817.,16025817.
21 71302.,21071302.
13 6195.,13006195.
20 7871.,20007871.
7  1960.,070 1960.
22 106681.,22106681.
2  4637.,020 4637.
22 49056.,22049056.
14 3392-3,14003392-3
22 59077.,22059077.
8  3247.,080 3247.
22 61654.,22061654.
9  11069.,09 11069.
22 89189.,22089189.
2 290.,02000290.
6  6120.,060 6120.
22 38267.,22038267.
22 115596.,22115596.
18 13740.,18013740.
1  1670.,010 1670.
2  95-118,02000 95-118
22 82671.,22082671.
13 15352.,13015352.
22 39026-9,22039026-9
22 35914.,22035914.
20 2262.,20002262.
22 94515.,22094515.
18 16814.,18016814.
21 15481.,21015481.
10 6586-90,10006586-90
22 60026.,22060026.
22 48377.,22048377.
14 10004-6,14010004-6
18 566.,18000566.
22 22755.,22022755.
22 102388-9,22102388-9
22 18485.,22018485.
22 8283.,22008283.
18 14306.,18014306.
21 34236.,21034236.
5  293-617,0500 293-617
22 88226-7,22088226-7
21 68101.,21068101.
22 115016-7,22115016-7
21 64278.,21064278.
8  6031.,080 6031.
19 4543.,19004543.
21 47571.,21047571.
22 109797.,22109797.
22 51074-99,22051074-99
18 2934.,18002934.
1  4189.001,010 4189.001
16 38462-5,16038462-5
21 1676-8,21001676-8
2  4853-5,020 4853-5
22 120377.,22120377.
22 62583.,22062583.
9  8835.,090 8835.
21 18105.,21018105.
5  1392-403,050 1392-403
20 16212.,20016212.
19 17.,19000017.
21 56671-81,21056671-81
19 1976.,19001976.
22 2205-14,22002205-14
7  829.036,0700 829.036
22 45205.,22045205.
17 7472.,17007472.
17 9136.,17009136.
10 2311.,10002311.
17 5611.,17005611.
17 16098.,17016098.
9  6739.004L,090 6739.004L
16 2743.,16002743.
16 14742.,16014742.
22 67836.010,22067836.010
22 38447.,22038447.
20 2717.,20002717.
20 13691.,20013691.
12 13095.001,12013095.001
22 112383.,22112383.
16 18562.,16018562.
12 1551.,12001551.
18 2987.,18002987.
3  100-32,0300 100-32
16 41973.,16041973.
22 8831-4,22008831-4
13 120.,13000120.
1  1799.,010 1799.
16 33125.,16033125.
22 68911.,22068911.
22 2317-8,22002317-8
22 108449.,22108449.
21 27721.,21027721.
22 83064.,22083064.
18 13168.,18013168.
13 15308.,13015308.
22 77960.,22077960.
21 79736.,21079736.
21 65172-3,21065172-3
20 12531.028,20012531.028
21 63199.,21063199.
4  3145.,040 3145.
21 31467.,21031467.
21 74680.,21074680.
21 66552.,21066552.
11 226-311,11000226-311
3  3240-60,030 3240-60
22 34288.,22034288.
22 97738.,22097738.
1  9483.,010 9483.
13 17581.,13017581.
22 64324.,22064324.
22 6551.,22006551.
20 10234.,20010234.
20 8932.,20008932.
22 47185.,22047185.
19 9678.,19009678.
21 14838.,21014838.
20 5135.,20005135.
22 62735.,22062735.
22 93088.,22093088.
16 36236.,16036236.
4  3286-8,040 3286-8
12 10897.,12010897.
22 88574.,22088574.
9  22806.,09 22806.
21 60494.,21060494.
1  7429-30,010 7429-30
16 6383.,16006383.
16 4606.,16004606.
7  820.,0700 820.
22 48816.,22048816.
22 62978.,22062978.
2  5166.,020 5166.
2  3331.,020 3331.
2  1894-9,020 1894-9
21 67360.005,21067360.005
22 106425.,22106425.
22 36067.,22036067.
15 21.,15000021.
2  383.,0200 383.
18 3054.,18003054.
21 31302.,21031302.
22 13402.001,22013402.001
18 14708-9,18014708-9
21 73628.,21073628.
2  1776-7,020 1776-7
12 6844.,12006844.
22 68853.,22068853.
4  1383-7,040 1383-7
2  831-3,0200 831-3
21 40000.021,21040000.021
22 102069.,22102069.
21 62968.,21062968.
22 105701.,22105701.
21 61404.,21061404.
12 4803.,12004803.
11 1325-6,11001325-6
1  3879-83,010 3879-83
22 48581.,22048581.
18 12109.,18012109.
18 2883.,18002883.
14 9267.,14009267.
2  3173.,020 3173.
8  2958.,080 2958.
13 6809.,13006809.
21 18879.,21018879.
22 6214.,22006214.
2  386.,0200 386.
2  5361.,020 5361.
22 46449.,22046449.
21 24795.,21024795.
22 85242.,22085242.
8  2883.,080 2883.
21 22371.,21022371.
14 2560-2,14002560-2
22 84547.,22084547.
19 3294-5,19003294-5
22 22590.,22022590.
21 12636.,21012636.
22 69788.,22069788.
22 108191.,22108191.
1  4189.006,010 4189.006
22 63971.,22063971.
22 80122.,22080122.
21 13043.,21013043.
13 25183-99,13025183-99
16 18988.,16018988.
2  2661.,020 2661.
16 19279.,16019279.
9  21102.,09 21102.
17 5389.,17005389.
22 86668.,22086668.
14 4760.,14004760.
22 8376-7,22008376-7
17 4172-3,17004172-3
22 45931.,22045931.
9  3003.001,090 3003.001
12 10411.,12010411.
2  1097.,020 1097.
22 113474-5,22113474-5
12 2809.,12002809.
21 2405.,21002405.
22 69812.,22069812.
1  4357.,010 4357.
20 7900.,20007900.
2  4946.,020 4946.
22 47808.,22047808.
22 2317-8,22002317-8
21 16900.,21016900.
22 50892.001,22050892.001
21 69408.,21069408.
13 1621-37,13001621-37
21 1699.,21001699.
3  3196-236,030 3196-236
22 30523.,22030523.
22 81966.,22081966.
21 13344.,21013344.
22 30341.004,22030341.004
16 2498.,16002498.
20 10758.,20010758.
13 24577.,13024577.
22 24460.,22024460.
1  1323.001,010 1323.001
16 34236.,16034236.
21 74344.,21074344.
14 11126.,14011126.
1  5788.,010 5788.
20 3839.002L,20003839.002L
10 8509.,10008509.
3  3183-95,030 3183-95
10 2891.,10002891.
16 11961.002L,16011961.002L
19 3829.,19003829.
22 81836.,22081836.
14 10162.,14010162.
17 12.005,17000012.005
8  1-17,080000 1-17
21 27664.,21027664.
12 180.,12000180.
16 39089.,16039089.
22 109263.,22109263.
21 15553.,21015553.
12 5617.,12005617.
18 13156.,18013156.
16 22001.,16022001.
21 34989.,21034989.
19 3776-7,19003776-7
3  3183-95,030 3183-95
21 33313-4,21033313-4
21 64174.,21064174.
17 12002.,17012002.
13 14830.,13014830.
14 314.,14000314.
20 16321.,20016321.
22 64732.,22064732.
1  9243.,010 9243.
13 5458.002,13005458.002
2  260-2,0200 260-2
21 27010.,21027010.
6  1120.005,060 1120.005
12 9634.,12009634.
22 87857.,22087857.
22 106631.,22106631.
20 8781-2,20008781-2
18 14040.,18014040.
6  6095.,060 6095.
21 51232.,21051232.
16 42877.,16042877.
22 87651.,22087651.
21 55449.,21055449.
9  22822.,09 22822.
1  4041-2,010 4041-2
9  19772.,09 19772.
18 4214.,18004214.
11 699.002,11000699.002
18 17290.,18017290.
13 17133.,13017133.
18 6041.,18006041.
22 16553-5,22016553-5
21 35570.,21035570.
2  4906.,020 4906.
16 44929.,16044929.
20 16121.,20016121.
22 116377.,22116377.
3  100-32,0300 100-32
16 36744.,16036744.
22 18288-9,22018288-9
21 29411.,21029411.
22 87515.,22087515.
21 17429.,21017429.
22 69118.,22069118.
16 41135.,16041135.
22 45388.,22045388.
21 46863.,21046863.
3  238-9,0300 238-9
20 14789.,20014789.
2  3327.,020 3327.
21 31150.,21031150.
2  192.,0200 192.
21 64258.,21064258.
20 18671.,20018671.
17 8549.,17008549.
9  15924.,09 15924.
22 90865.,22090865.
12 1227.,12001227.
21 16039.,21016039.
16 41551.,16041551.
22 45089.,22045089.
3  3183-95,030 3183-95
22 115755.005L,22115755.005L
2  334.,0200 334.
21 20124.,21020124.
22 34740.,22034740.
8  3031.,080 3031.
20 18862-3,20018862-3
8  5231-6,080 5231-6
22 112783.,22112783.
19 5824.,19005824.
22 46825.,22046825.
22 67605.,22067605.
1 3837-49,01003837-49
20 5389.,20005389.
22 46418.,22046418.
10 2433.,10002433.
8  3234.,080 3234.
21 28097-106,21028097-106
10 2607.,10002607.
20 9642.,20009642.
22 70578.,22070578.
21 69672.,21069672.
1  3560.,010 3560.
17 5611.,17005611.
21 63488.,21063488.
9  16342-3,09 16342-3
18 10469.,18010469.
2  1888-9,020 1888-9
13 19224.,13019224.
22 25634.,22025634.
16 29587.,16029587.
22 14174-5,22014174-5
22 119261.002,22119261.002
22 111506.,22111506.
19 1668.,19001668.
22 59532.003,22059532.003
22 65600.,22065600.
2  5002.,020 5002.
22 13536-7,22013536-7
16 19893.,16019893.
21 8862.,21008862.
20 8508.,20008508.
20 4838.,20004838.
13 15375-6,13015375-6
9  18024.,09 18024.
21 72545-6,21072545-6
2  1893.002L,020 1893.002L
21 23109-10,21023109-10
14 10226.,14010226.
21 6176.,21006176.
22 20167.,22020167.
17 16321.001,17016321.001
22 84306-7,22084306-7
6  411.,0600 411.
14 10091.,14010091.
2  4533.,020 4533.
19 8646.,19008646.
1  4180.,010 4180.
22 76922.,22076922.
22 43856.,22043856.
22 6074.001,22006074.001
22 95768.,22095768.
18 14832.,18014832.
19 10149.,19010149.
22 17552.,22017552.
16 42981.,16042981.
22 43074.,22043074.
11 690.002,11000690.002
18 18724.,18018724.
4  2093.,040 2093.
16 20739.,16020739.
21 9997.,21009997.
22 31643-65,22031643-65
9  20577.,09 20577.
22 38298.,22038298.
17 8150.,17008150.
16 4203.,16004203.
21 77822.,21077822.
17 960.,17000960.
8  1028.001,080 1028.001
22 84778.,22084778.
22 65685.,22065685.
4  2203.004L,040 2203.004L
22 94391.,22094391.
13 21297.,13021297.
1  3877-83,010 3877-83
19 6121.,19006121.
21 68594.,21068594.
21 72972.,21072972.
22 63759.,22063759.
21 81154.,21081154.
22 113314-46,22113314-46
2  1802.,020 1802.
22 90876.,22090876.
4  4064.,040 4064.
22 93680.,22093680.
22 106881.,22106881.
21 71712.,21071712.
18 7054-62,18007054-62
21 34002.,21034002.
12 6296.,12006296.
15 4385.001,15004385.001
21 24157-8,21024157-8
13 172-420,13000172-420
21 1583.,21001583.
21 67074.,21067074.
2  2014.,020 2014.
21 65916-7,21065916-7
21 20539.,21020539.
16 32790.,16032790.
22 72060.,22072060.
17 7778.,17007778.
22 24901.,22024901.
15 11145.,15011145.
8  2963.,080 2963.
21 9248.,21009248.
20 7942.,20007942.
13 22584.,13022584.
9  22831.,09 22831.
2  3942.,020 3942.
21 70792.,21070792.
22 91350.,22091350.
17 12672.,17012672.
13 5651.,13005651.
1  1323.001,010 1323.001
9  7030.,090 7030.
14 9077.,14009077.
17 1015.,17001015.
2  90-4,02000 90-4
22 54920.,22054920.
2  386.,0200 386.
22 79676.,22079676.
7  223-49,0700 223-49
21 34815.,21034815.
3  2222.,030 2222.
9  18728.,09 18728.
22 58761.,22058761.
21 11170.,21011170.
22 4349-50,22004349-50
22 13175.,22013175.
2  1900-9,020 1900-9
2  1398.,020 1398.
22 101485.002,22101485.002
18 1506.,18001506.
22 100986.015,22100986.015
16 16038.,16016038.
17 6921.,17006921.
